County,Route,Special Case,County Sequence,Beginning Log Mile,Ending Log Mile,Log Mile Length,Year of Traffic,Annual Average Daily Traffic,Vehicle Miles Traveled,Design Hourly Volume Percent,Directional Distribution,Vehicle - Passenger Pickups,Vehicle - Single Unit Trucks,Vehicle - Multiple Unit Trucks,ID Number,Station Number,TN-TIMES ID,% Peak Single Unit,% Peak Multi Unit,OBJECTID,Shape__Length
Wilson,01058,0,1,3.26,9.19,5.93,2023,7828,46420.04,9,68,97,2,1,9501058001,145,95000145,0.865,0.618,6523,31345.1248914607
Wilson,01065,0,1,0,3.77,3.77,2023,5136,19362.72,11,65,97,2,1,9501065001,13,95000013,1.833,1.113,6524,19899.4353806856
Wilson,01065,0,1,3.77,7.27,3.5,2023,1005,3517.5,12,65,95,3,2,9501065001,121,95000121,2.476,1.484,6525,18489.7900654151
Grainger,SR032,0,1,3.57,5.83,2.26,2023,12269,27727.94,9,58,87,3,10,29SR032001,52,29000052,2.22,6.846,6526,11863.2956752071
Grainger,SR032,0,1,5.83,8.84,3.01,2023,9846,29636.46,7,55,91,3,6,29SR032001,47,29000047,3.398,5.882,6527,15935.1360474734
Grainger,SR032,0,1,13.22,17.07,3.85,2023,8830,33995.5,8,54,91,3,6,29SR032001,8,29000008,3.398,5.882,6528,20280.4554471983
Knox,05946,0,1,0,1.8,1.8,2023,6091,10963.8,12,65,98,1,1,4705946001,588,47000588,2.55,2.486,6529,9478.77483031716
Hamilton,05747,0,1,0,2.47,2.47,2023,11956,29531.32,10,50,97,2,1,3305747001,615,33000615,3.108,2.331,6530,12934.2378604463
Montgomery,SR374,0,1,0.78,2.84,2.06,2023,26089,53743.34,8,52,96,2,2,63SR374001,103,63000103,1.226,0.5,6531,10878.1049827078
Montgomery,SR374,0,1,3.75,5.31,1.56,2023,33365,52049.4,8,56,96,2,2,63SR374001,156,63000156,2.201,2.947,6532,8195.9145812626
Montgomery,SR374,0,1,6.12,10.47,4.35,2023,38408,167074.8,9,51,93,3,4,63SR374001,182,63000182,3.263,4.887,6533,22962.4687583624
Montgomery,SR374,0,1,10.47,11.66,1.19,2023,37184,44248.96,9,52,93,3,4,63SR374001,181,63000181,3.263,4.887,6534,6287.54791007425
Montgomery,SR374,0,1,11.66,12.93,1.27,2023,21003,26673.81,9,55,93,3,4,63SR374001,201,63000201,3.504,7.48,6535,6705.47667165404
Montgomery,SR374,0,1,12.93,13.91,0.98,2023,14277,13991.46,9,51,93,3,4,63SR374001,202,63000202,3.263,4.887,6536,5167.22756886428
Anderson,02444,0,1,5.69,7.34,1.65,2023,962,1587.3,9,65,96,3,1,0102444001,59,01000059,2.624,1.065,6537,8706.07974536269
Maury,SR166,0,1,0,0.95,0.95,2023,721,684.95,10,65,95,3,2,60SR166001,2 @,28000002,2.476,1.484,6538,5056.78754498542
Maury,SR166,0,1,0.95,3.076,2.126,2023,1135,2413.01,9,65,95,3,2,60SR166001,93,60000093,2.476,1.484,6539,11131.541498469
Maury,SR166,0,1,6.85,8.33,1.48,2023,1953,2890.44,10,61,98,1,1,60SR166001,66,60000066,0.524,0,6540,7829.76407877666
Maury,SR166,0,1,9.575,10.725,1.15,2023,2096,2410.4,11,62,96,3,1,60SR166001,62,60000062,2.392,0.478,6541,6086.15562662854
Maury,SR166,0,1,10.725,16.06,5.335,2023,1078,5751.13,20,65,95,3,2,60SR166001,61,60000061,2.476,1.484,6542,28256.6704247812
Cumberland,SR419,0,1,0,4.03,4.03,2023,1607,6476.21,10,59,99,1,0,18SR419001,39,18000039,1.22,1.22,6543,21220.8432151759
Van Buren,SR284,0,1,0,1.32,1.32,2023,1093,1442.76,16,63,96,2,2,88SR284001,51 A,51,3.857,2.871,6544,6911.98990350503
Van Buren,SR284,0,1,1.32,7.964,6.644,2023,864,5740.416,12,55,96,3,1,88SR284001,11,88000011,0.952,1.905,6545,35151.1532493319
McMinn,SR039,0,1,11.445,15.17,3.725,2023,4812,17924.7,9,58,94,3,3,54SR039001,34,54000034,2.317,0.579,6546,19674.4275180001
McMinn,SR039,0,1,15.17,17.208,2.038,2023,981,1999.278,8,65,96,2,2,54SR039001,32,54000032,8.955,0,6547,10761.4945253009
McMinn,SR039,0,1,17.208,22.52,5.312,2023,167,887.104,9,65,96,2,2,54SR039001,69,54000069,7.407,3.704,6548,28077.5921146982
McMinn,SR039,0,1,22.52,23.33,0.81,2023,1316,1065.96,9,65,95,3,2,54SR039001,60 @,62000060,0,1.481,6549,4261.60728046484
Hamilton,SR312,0,1,0,8.464,8.464,2023,823,6965.872,10,65,97,2,1,33SR312001,5,33000005,4.167,0,6550,44713.3984566827
Hamilton,SR312,0,1,8.464,12.38,3.916,2023,2638,10330.408,9,67,97,2,1,33SR312001,303,33000303,3.883,0,6551,20703.4976533965
Hamilton,SR312,0,1,12.38,14.25,1.87,2023,4930,9219.1,9,65,97,2,1,33SR312001,23,33000023,0.563,0,6552,9932.92046154073
Hamilton,SR312,0,1,14.25,16.3,2.05,2023,4969,10186.45,10,65,97,2,1,33SR312001,24,33000024,0.403,0.202,6553,10760.2873698384
Hamilton,SR312,0,1,16.3,17.74,1.44,2023,3285,4730.4,12,65,98,1,1,33SR312001,27,33000027,0.838,0,6554,7603.5476836492
Hamilton,SR002,0,1,11.33,12.47,1.14,2023,30886,35210.04,8,67,90,3,7,33SR002001,103,33000103,3.176,7.937,6555,6002.60392445098
Hamilton,SR002,0,1,12.47,13.8,1.33,2023,21249,28261.17,10,60,90,3,7,33SR002001,134,33000134,3.176,7.937,6556,6999.6017846226
Hamilton,SR002,0,1,14.15,15.28,1.13,2023,33538,37897.94,10,56,90,3,7,33SR002001,102,33000102,3.176,7.937,6557,5973.36600963224
Hamilton,SR002,0,1,15.28,16.97,1.69,2023,24490,41388.1,8,56,90,3,7,33SR002001,99,33000099,3.176,7.937,6558,8940.39785124803
Hamilton,SR002,0,1,16.97,18.41,1.44,2023,14746,21234.24,9,54,90,3,7,33SR002001,228,33000228,3.176,7.937,6559,7516.37214098621
Anderson,03731,0,1,0.29,0.82,0.53,2023,8097,4291.41,9,56,96,2,2,0103731001,97,01000097,2.766,1.773,6560,2733.51478385258
Warren,SR056,0,1,0,4.36,4.36,2023,796,3470.56,11,65,95,3,2,89SR056001,96,89000096,3.857,2.871,6561,23100.2324113403
Warren,SR056,0,1,4.36,10.58,6.22,2023,2030,12626.6,15,56,97,2,1,89SR056001,72,89000072,0.667,0.667,6562,32822.5087514857
Warren,SR056,0,1,11.21,12.475,1.265,2023,8879,11231.935,9,58,90,3,7,89SR056001,37,89000037,1.402,1.285,6563,6653.28825336439
Warren,SR056,0,1,15.32,17.992,2.672,2023,7203,19246.416,9,65,90,3,7,89SR056001,98,89000098,3.176,7.937,6564,14129.5761336201
Warren,SR056,0,1,17.992,23.44,5.448,2023,5178,28209.744,10,65,91,3,6,89SR056001,13,89000013,2.919,6.217,6565,28713.2244741407
Davidson,SR065,0,1,0.44,1.33,0.89,2023,18825,16754.25,8,58,93,3,4,19SR065001,209,19000209,3.263,4.887,6566,4697.34648013414
Davidson,SR065,0,1,1.33,3.64,2.31,2023,9029,20856.99,7,65,93,3,4,19SR065001,446,19000446,3.263,4.887,6567,12226.003797281
Davidson,SR065,0,1,3.64,6.08,2.44,2023,5507,13437.08,11,78,93,3,4,19SR065001,32,19000032,1.339,0.446,6568,12903.1671011888
Davidson,SR065,0,1,6.08,10.23,4.15,2023,6878,28543.7,12,65,88,3,9,19SR065001,435,19000435,2.595,5.33,6569,21919.0561217308
Davidson,SR065,0,1,11.02,15.088,4.068,2023,11097,45142.596,9,73,88,3,9,19SR065001,8,19000008,1.718,2.978,6570,21452.1212975211
Davidson,SR065,0,1,15.088,16.03,0.942,2023,10000,9420,9,65,88,3,9,19SR065001,283,19000283,2.595,5.33,6571,4978.62192842771
Lawrence,SR006,0,1,0,2.34,2.34,2023,5321,12451.14,9,65,88,3,9,50SR006001,57,50000057,2.595,5.33,6572,12355.9692361293
Lawrence,SR006,0,1,2.34,6.9,4.56,2023,6339,28905.84,10,65,88,3,9,50SR006001,59,50000059,2.595,5.33,6573,24033.1480213776
Lawrence,SR006,0,1,9.72,14.77,5.05,2023,7865,39718.25,10,55,88,3,9,50SR006001,44,50000044,2.595,5.33,6574,26651.2761112475
Lawrence,SR006,0,1,17.252,19.34,2.088,2023,14147,29538.936,8,65,93,3,4,50SR006001,104,50000104,3.263,4.887,6575,11041.2046142065
Lawrence,SR006,0,1,24.55,27.45,2.9,2023,13351,38717.9,9,65,88,3,9,50SR006001,15,50000015,2.595,5.33,6576,15362.5665433859
Lawrence,SR006,0,1,27.45,34.93,7.48,2023,11596,86738.08,8,62,88,3,9,50SR006001,7,50000007,2.595,5.33,6577,39397.8501826494
Cocke,02570,0,1,0,2.48,2.48,2023,594,1473.12,9,65,96,3,1,1502570001,42,15000042,2.624,1.065,6578,13081.2940362677
Knox,05622,0,1,0,2.195,2.195,2023,10444,22924.58,10,65,98,1,1,4705622001,467,47000467,2.55,2.486,6579,11580.5885806712
Rhea,SR030,0,1,0,3.32,3.32,2023,3507,11643.24,9,65,94,3,3,72SR030001,42,72000042,2.555,2.57,6580,17556.5537077346
Rhea,SR030,0,1,4.15,7.89,3.74,2023,8173,30567.02,9,65,94,3,3,72SR030001,58,72000058,2.555,2.57,6581,19728.7948554311
Rhea,SR030,0,1,10.16,16.35,6.19,2023,5583,34558.77,10,65,98,1,1,72SR030001,73,72000073,2.992,3.767,6582,32705.3828621727
Campbell,I0075,0,1,0,4.825,4.825,2023,45642,220222.65,8,58,72,5,23,07I0075001,94,07000094,4.819,17.807,6583,25352.6477733778
Campbell,I0075,0,1,4.825,11.25,6.425,2023,34299,220371.075,8,51,77,4,19,07I0075001,49,07000049,4.58,14.021,6584,33912.8125824708
Campbell,I0075,0,1,11.25,14.76,3.51,2023,26626,93457.26,8,52,76,5,19,07I0075001,48,07000048,4.58,14.021,6585,18543.9851388937
Campbell,I0075,0,1,14.76,26.16,11.4,2023,26222,298930.8,8,51,76,5,19,07I0075001,115,07000115,4.58,14.021,6586,60222.1433392227
Crockett,SR188,0,1,0,2.53,2.53,2023,1590,4022.7,8,65,95,2,3,17SR188001,29,17000029,2.849,3.585,6587,13353.6071607775
Crockett,SR188,0,1,2.53,4.725,2.195,2023,1050,2304.75,10,75,95,2,3,17SR188001,11,17000011,1.923,1.923,6588,11588.1472254321
Gibson,SR104,0,1,1.163,3.795,2.632,2023,1742,4584.944,10,65,88,4,8,27SR104001,46,27000046,3.961,6.188,6589,13894.0715328216
Gibson,SR104,0,1,3.795,8.17,4.375,2023,2064,9030,9,52,88,4,8,27SR104001,242,27000242,3.961,6.188,6590,23047.827619194
Gibson,SR104,0,1,8.17,12.41,4.24,2023,2294,9726.56,9,52,88,4,8,27SR104001,261,27000261,3.961,6.188,6591,22482.7020004181
Gibson,SR104,0,1,12.41,14.105,1.695,2023,1700,2881.5,9,65,90,3,7,27SR104001,51,27000051,3.133,5.343,6592,8878.70955185527
Morgan,01232,0,1,0,6.465,6.465,2023,908,5870.22,9,65,96,3,1,6501232001,60,65000060,2.624,1.065,6593,33807.9851607775
Davidson,0F153,0,1,0,0.033,0.033,2023,11317,373.461,10,61,97,2,1,190F153001,362,19000362,1.833,1.113,6594,
Davidson,SR024,0,1,23.01,24.83,1.82,2023,25677,46732.14,8,57,93,3,4,19SR024001,440,19000440,3.263,4.887,6595,9641.20008056017
Shelby,00811,0,1,0,9.63,9.63,2023,17432,167870.16,9,66,95,3,2,7900811001,111,79000111,3.695,2.213,6596,50864.9211789698
Shelby,00811,0,1,11.31,12.56,1.25,2023,17657,22071.25,10,51,95,3,2,7900811001,214,79000214,3.695,2.213,6597,6576.34661300873
Shelby,00811,0,1,12.56,15.015,2.455,2023,9401,23079.455,9,57,95,4,1,7900811001,213,79000213,5.405,0.338,6598,12892.4451855951
Roane,01222,0,1,0,0.86,0.86,2023,495,425.7,10,65,98,2,0,7301222001,93,73000093,1.756,0.783,6599,4548.39090227801
Roane,01222,0,1,0.86,6.77,5.91,2023,1324,7824.84,11,64,98,2,0,7301222001,45,73000045,2.013,0,6600,31224.3261357946
Williamson,05522,0,1,0,1.79,1.79,2023,4285,7670.15,14,65,97,2,1,9405522001,216,94000216,1.833,1.113,6601,9465.16216041134
Williamson,05697,0,1,0,2.915,2.915,2023,1960,5713.4,13,65,97,2,1,9405697001,222,94000222,1.833,1.113,6602,15399.5345300844
Hardin,0A089,0,1,0,2.08,2.08,2023,340,707.2,13,65,97,2,1,360A089001,34,36000034,2.624,1.065,6603,10776.8103494006
Robertson,01956,0,1,0,4.85,4.85,2023,1564,7585.4,9,65,96,3,1,7401956001,76,74000076,2.726,0.916,6604,25594.4092124871
Robertson,SR065,0,1,0,2.327,2.327,2023,10212,23763.324,9,64,91,2,7,74SR065001,124,74000124,2.313,7.048,6605,12288.905677165
Robertson,SR065,0,1,2.327,3.61,1.283,2023,12537,16084.971,9,60,93,3,4,74SR065001,154,74000154,2.058,4.938,6606,6779.62866693565
Robertson,SR065,0,1,3.61,5.9,2.29,2023,15010,34372.9,8,55,93,3,4,74SR065001,155,74000155,3.263,4.887,6607,12096.7706925345
Robertson,SR065,0,1,7.89,10.69,2.8,2023,6647,18611.6,8,65,88,3,9,74SR065001,40,74000040,2.595,5.33,6608,14839.0059996793
Robertson,SR065,0,1,10.69,16.204,5.514,2023,3823,21080.022,9,69,85,5,10,74SR065001,43,74000043,3.692,7.077,6609,29079.5404426289
Sumner,SR025,0,1,0,3.48,3.48,2023,3811,13262.28,10,65,94,3,3,83SR025001,55,83000055,2.32,2.23,6610,18377.8065941895
Sumner,SR025,0,1,7.85,14.33,6.48,2023,3644,23613.12,13,65,96,2,2,83SR025001,78,83000078,2.201,2.947,6611,34211.1782765653
Sumner,SR025,0,1,16.38,17.71,1.33,2023,9280,12342.4,10,65,96,2,2,83SR025001,82,83000082,2.201,2.947,6612,7044.63598453137
Sumner,SR025,0,1,17.71,22.55,4.84,2023,11929,57736.36,9,70,97,2,1,83SR025001,172,83000172,1.382,0.645,6613,25513.538252364
Sumner,SR025,0,1,22.55,25.258,2.708,2023,6904,18696.032,10,65,94,3,3,83SR025001,25 @,85000025,2.32,2.23,6614,14338.2662048778
Hamilton,SR008,0,1,12.45,13.52,1.07,2023,31619,33832.33,9,62,90,3,7,33SR008001,238,33000238,3.176,7.937,6615,5616.76327799627
Hamilton,SR008,0,1,13.52,17.01,3.49,2023,11906,41551.94,10,69,98,1,1,33SR008001,321,33000321,2.992,3.767,6616,18450.3908544054
Hamilton,SR008,0,1,17.01,19.46,2.45,2023,9014,22084.3,10,65,98,1,1,33SR008001,54,33000054,4.366,0.213,6617,12851.2005863419
Hamilton,SR008,0,1,20.093,22.97,2.877,2023,8766,25219.782,10,59,98,1,1,33SR008001,56,33000056,1.297,0.288,6618,15177.0029517614
Williamson,04836,0,1,0,1.68,1.68,2023,6656,11182.08,10,62,99,1,0,9404836001,177,94000177,0.293,0,6619,8840.17148443019
Jefferson,02459,0,1,0,1.59,1.59,2023,691,1098.69,13,65,97,2,1,4502459001,141,45000141,2.624,1.065,6620,8422.15650337764
Jefferson,02459,0,1,1.59,3.22,1.63,2023,832,1356.16,9,65,96,3,1,4502459001,135,45000135,2.624,1.065,6621,8641.35570246689
Jefferson,02516,0,1,0,2.84,2.84,2023,644,1828.96,11,65,97,2,1,4502516001,42,45000042,2.624,1.065,6622,15011.0357948448
Wilson,01368,0,1,0,2.41,2.41,2023,3026,7292.66,10,65,97,2,1,9501368001,199,95000199,1.833,1.113,6623,12707.1138186806
Wilson,01368,0,1,2.41,6.175,3.765,2023,9881,37201.965,9,58,97,2,1,9501368001,237,95000237,1.833,1.113,6624,19873.3804894593
Wilson,01412,0,1,0.77,1.8,1.03,2023,5240,5397.2,11,56,99,1,0,9501412001,97,95000097,0.177,0,6625,5447.11031076446
Davidson,04939,0,1,0,1.29,1.29,2023,7335,9462.15,8,65,97,2,1,1904939001,385,19000385,1.833,1.113,6626,6782.22406747389
Hamilton,04984,0,1,5.39,6.88,1.49,2023,578,861.22,12,65,97,2,1,3304984001,506,33000506,3.108,2.331,6627,8038.35986727667
Hamilton,01145,0,1,2.25,4.18,1.93,2023,9629,18583.97,10,65,98,1,1,3301145001,205,33000205,0.822,0.411,6628,10182.7740296421
Hamilton,01145,0,1,4.18,6.905,2.725,2023,10277,28004.825,8,65,98,1,1,3301145001,76,33000076,1.19,0.357,6629,14357.1034271858
Giles,01877,0,1,0,1.525,1.525,2023,499,760.975,10,65,97,2,1,2801877001,98,28000098,2.624,1.065,6630,8056.97664680402
Giles,01885,0,1,0,4.675,4.675,2023,272,1271.6,13,65,96,3,1,2801885001,16,28000016,2.624,1.065,6631,24702.1677624759
Giles,01894,0,1,2.773,4.49,1.717,2023,884,1517.828,10,65,97,2,1,2801894001,75,28000075,2.624,1.065,6632,9045.43409991586
Macon,01054,0,1,0.379,1.779,1.4,2023,2315,3241,11,65,96,3,1,5601054001,30,56000030,2.624,1.065,6633,7426.45963497133
Macon,01054,0,1,1.779,5.96,4.181,2023,1381,5773.961,9,65,96,3,1,5601054001,85,56000085,2.624,1.065,6634,22140.0149038424
Macon,01074,0,1,0,2.63,2.63,2023,51,134.13,13,65,96,4,0,5601074001,102,56000102,2.624,1.065,6635,14026.1601563201
Macon,01089,0,1,3.76,6.81,3.05,2023,406,1238.3,10,65,97,2,1,5601089001,57,56000057,2.624,1.065,6636,16132.9863282895
Henry,01713,0,1,0,2.735,2.735,2023,604,1651.94,12,65,100,0,0,4001713001,42,40000042,0,0,6637,14439.4047367363
Henry,01713,0,1,9.31,13.76,4.45,2023,602,2678.9,11,65,97,2,1,4001713001,3,40000003,2.624,1.065,6638,23465.6118287475
Knox,02410,0,1,3.58,4.575,0.995,2023,3625,3606.875,9,65,97,2,1,4702410001,496,47000496,1.756,0.783,6639,5206.10839987753
Knox,02410,0,1,5.317,8.09,2.773,2023,3361,9320.053,9,65,98,2,0,4702410001,112,47000112,1.756,0.783,6640,14454.5064104584
Cumberland,0B152,0,1,0,0.08,0.08,2023,1825,146,11,,96,3,1,180B152001,112,18000112,2.624,1.065,6641,413.494916412393
Rhea,SR029,0,1,0,3.87,3.87,2023,22486,87020.82,9,51,90,3,7,72SR029001,62,72000062,3.176,7.937,6642,20408.0267221564
Henderson,SR020,0,1,22.5,25.015,2.515,2023,6394,16080.91,10,61,88,4,8,39SR020001,76,39000076,3.961,6.188,6643,13321.2422067064
Macon,02096,0,1,0,4.18,4.18,2023,505,2110.9,10,65,96,3,1,5602096001,13,56000013,2.624,1.065,6644,22174.6595822753
Lawrence,SR015,0,1,6.11,9.885,3.775,2023,4494,16964.85,9,59,95,1,4,50SR015001,156,50000156,2.595,5.33,6645,19923.0658262603
Shelby,00805,0,1,0.75,3.42,2.67,2023,7718,20607.06,11,,95,3,2,7900805001,1060,79001060,3.695,2.213,6646,14022.0868725043
Wilson,01050,0,1,2.305,5.57,3.265,2023,1520,4962.8,9,54,96,3,1,9501050001,67,95000067,4.082,0,6647,17328.7960578936
Wilson,01050,0,1,5.57,7.1,1.53,2023,2440,3733.2,10,65,96,3,1,9501050001,69,95000069,2.624,1.065,6648,8091.24776132341
Blount,SR335,0,1,0,1.31,1.31,2023,10662,13967.22,9,65,96,2,2,05SR335001,145,05000145,2.766,1.773,6649,6868.06534745763
Blount,SR335,0,1,1.31,3.48,2.17,2023,10211,22157.87,11,63,97,2,1,05SR335001,59,05000059,2.73,0.546,6650,11460.4176927497
Blount,SR335,0,1,3.48,4.98,1.5,2023,8005,12007.5,11,65,97,2,1,05SR335001,124,05000124,2.766,1.773,6651,7959.17584495638
Blount,SR335,0,1,4.98,6.33,1.35,2023,5328,7192.8,11,65,96,3,1,05SR335001,28,05000028,2.766,1.773,6652,7108.74501132969
Blount,SR335,0,1,6.33,7.79,1.46,2023,8392,12252.32,11,65,92,5,3,05SR335001,12,05000012,2.348,1.814,6653,7718.237321781
Blount,SR335,0,1,8.6,10.5,1.9,2023,4554,8652.6,9,65,95,3,2,05SR335001,147,05000147,2.766,1.773,6654,10026.2269889818
Knox,05909,0,1,0,2.125,2.125,2023,1568,3332,16,65,96,2,2,4705909001,516,47000516,2.766,1.773,6655,11215.1529216626
Davidson,SR171,0,1,0,2.2,2.2,2023,22634,49794.8,7,65,96,2,2,19SR171001,306,19000306,2.201,2.947,6656,11638.3919493847
Davidson,SR171,0,1,2.2,3.47,1.27,2023,12980,16484.6,8,60,92,4,4,19SR171001,334,19000334,4.186,1.808,6657,6692.0707178374
Davidson,SR171,0,1,3.47,8.79,5.32,2023,11686,62169.52,9,65,94,3,3,19SR171001,335,19000335,2.32,2.23,6658,28168.9009470774
Anderson,03731,0,1,0.82,1.21,0.39,2023,3012,1174.68,11,65,98,1,1,0103731001,96,01000096,2.55,2.486,6659,2075.61167005821
Anderson,03731,0,1,1.21,1.36,0.15,2023,5972,895.8,9,65,97,2,1,0103731001,156,01000156,2.55,2.486,6660,832.543165858833
Anderson,03725,0,1,4.17,4.63,0.46,2023,1956,899.76,9,57,95,3,2,0103725001,81,01000081,1.031,0.515,6661,2414.91658280114
Davidson,04163,0,1,0,1.49,1.49,2023,7789,11605.61,10,52,97,2,1,1904163001,450,19000450,2.443,1.724,6662,7862.4722518462
Hamilton,SR008,0,1,0,0.95,0.95,2023,12657,12024.15,9,55,98,1,1,33SR008001,101,33000101,2.992,3.767,6663,5099.38155231613
Hamilton,SR008,0,1,1.64,3.68,2.04,2023,19031,38823.24,8,53,90,3,7,33SR008001,133,33000133,3.176,7.937,6664,10766.4339197263
Rutherford,I0840,0,1,1.53,5.45,3.92,2023,50319,197250.48,9,59,91,3,6,75I0840001,279,75000279,4.482,7.398,6665,20681.0882427993
Bedford,SR064,0,1,0,1.96,1.96,2023,3379,6622.84,9,65,94,3,3,02SR064001,48,02000048,2.32,2.23,6666,10330.4925730442
Roane,05409,0,1,0,2.38,2.38,2023,2026,4821.88,10,65,97,2,1,7305409001,39,73000039,2.766,1.773,6667,12577.5915723835
Roane,SR095,0,1,0,4.005,4.005,2023,9194,36821.97,14,65,95,3,2,73SR095001,1 @,53000001,3.542,2.47,6668,21102.926219269
Roane,SR095,0,1,5.81,9.13,3.32,2023,13074,43405.68,11,50,95,3,2,73SR095001,59,73000059,3.542,2.47,6669,17461.9259076371
Roane,SR095,0,1,9.13,10.22,1.09,2023,16557,18047.13,9,57,94,3,3,73SR095001,80 @,01000080,3.344,2.508,6670,5749.40550320661
Roane,04720,0,1,0,2.063,2.063,2023,1671,3447.273,9,75,97,2,1,7304720001,163,73000163,1.756,0.783,6671,10966.1328687014
Hamilton,SR008,0,1,3.68,5.73,2.05,2023,22406,45932.3,8,66,90,3,7,33SR008001,104,33000104,3.176,7.937,6672,10790.9670774314
Hamilton,SR008,0,1,6.21,7.792,1.582,2023,10192,16123.744,10,65,98,1,1,33SR008001,232,33000232,2.992,3.767,6673,8311.7320129736
Hamilton,SR008,0,1,10.14,11.34,1.2,2023,12539,15046.8,9,65,98,1,1,33SR008001,180,33000180,2.992,3.767,6674,6314.38661288265
Hamilton,SR008,0,1,12.305,12.45,0.145,2023,30553,4430.185,9,54,90,3,7,33SR008001,60,33000060,3.176,7.937,6675,763.265068375387
Coffee,04664,0,1,0,1.045,1.045,2023,2843,2970.935,14,65,98,1,1,1604664001,46,16000046,2.992,3.767,6676,5458.54746953088
Davidson,03256,0,1,0.88,3.11,2.23,2023,18614,41509.22,9,66,96,2,2,1903256001,401,19000401,2.201,2.947,6677,11733.6531305854
Blount,04176,0,1,0.83,2.34,1.51,2023,1679,2535.29,9,65,98,1,1,0504176001,120,05000120,2.55,2.486,6678,7992.21444336932
Blount,04176,0,1,2.34,3.36,1.02,2023,2396,2443.92,9,65,97,2,1,0504176001,171,05000171,1.756,0.783,6679,5399.71002906978
Davidson,03256,0,1,3.315,4.429,1.114,2023,11317,12607.138,10,61,97,2,1,1903256001,362,19000362,1.833,1.113,6680,5020.18987890979
Blount,05847,0,1,0,4.517,4.517,2023,1818,8211.906,10,65,98,2,0,0505847001,49,05000049,1.756,0.783,6681,23831.0901550881
Sevier,04690,0,1,0,1.535,1.535,2023,7161,10992.135,9,65,98,1,1,7804690001,98,78000098,2.55,2.486,6682,8094.68528889458
Carter,SR091,0,1,0.35,1.808,1.458,2023,6671,9726.318,10,65,96,2,2,10SR091001,16,10000016,2.766,1.773,6683,7642.25645534986
Carter,SR091,0,1,1.808,2.66,0.852,2023,6305,5371.86,10,57,96,3,1,10SR091001,103,10000103,0.15,0.449,6684,4531.58864380844
Carter,SR091,0,1,2.66,4.91,2.25,2023,15250,34312.5,10,51,95,3,2,10SR091001,8,10000008,2.766,1.773,6685,11838.8871709029
Carter,SR091,0,1,5.7,9,3.3,2023,5375,17737.5,9,72,99,1,0,10SR091001,138,10000138,0.994,0.199,6686,17460.993722879
Hancock,SR070,0,1,0.78,1.74,0.96,2023,539,517.44,9,65,95,3,2,34SR070001,5,34000005,2.131,1.811,6687,5048.57047193892
Hancock,SR070,0,1,1.74,4.29,2.55,2023,196,499.8,16,65,96,3,1,34SR070001,1,34000001,3.016,0.864,6688,13391.9834019207
Sullivan,SR093,0,1,0.36,3.17,2.81,2023,5230,14696.3,9,62,95,3,2,82SR093001,190,82000190,1.818,0.455,6689,14788.0232542518
Sullivan,SR093,0,1,3.17,6.13,2.96,2023,13614,40297.44,10,59,95,3,2,82SR093001,102,82000102,3.542,2.47,6690,15730.7824134514
Sullivan,SR093,0,1,6.13,7.24,1.11,2023,26494,29408.34,11,56,95,3,2,82SR093001,74,82000074,3.542,2.47,6691,5908.03288269146
Franklin,SR156,0,1,2.949,4.69,1.741,2023,703,1223.923,11,65,97,2,1,26SR156001,65 @,58000065,3.857,2.871,6692,9178.36452671025
Hamblen,01318,0,1,0,3.33,3.33,2023,942,3136.86,9,65,97,2,1,3201318001,45,32000045,1.756,0.783,6693,17655.9168823819
Hamblen,02522,0,1,0,2.278,2.278,2023,685,1560.43,15,65,98,1,1,3202522001,77,32000077,2.55,2.486,6694,12044.6484568241
Hamblen,02522,0,1,2.278,3.93,1.652,2023,688,1136.576,16,65,98,1,1,3202522001,139,32000139,2.55,2.486,6695,8734.61327807805
Hamblen,03838,0,1,0,1.11,1.11,2023,1967,2183.37,12,65,97,2,1,3203838001,120,32000120,2.55,2.486,6696,5833.67206777615
Hamblen,03838,0,1,2.69,4.22,1.53,2023,8431,12899.43,9,65,98,1,1,3203838001,13,32000013,2.55,2.486,6697,8070.85335414895
Hamblen,05532,0,1,0,2.09,2.09,2023,1169,2443.21,9,65,97,2,1,3205532001,155,32000155,2.55,2.486,6698,11001.8270050765
Cumberland,SR101,0,1,17.07,23.6,6.53,2023,12603,82297.59,9,50,91,3,6,18SR101001,80,18000080,2.919,6.217,6699,34540.073072924
McMinn,SR030,0,1,0,6.68,6.68,2023,10939,73072.52,8,59,90,3,7,54SR030001,167,54000167,3.176,7.937,6700,35280.1237102327
McMinn,SR030,0,1,6.68,8.5,1.82,2023,19486,35464.52,8,51,90,3,7,54SR030001,19,54000019,3.176,7.937,6701,9622.54950939494
McMinn,SR030,0,1,10.58,10.62,0.04,2023,14788,591.52,9,53,90,3,7,54SR030001,93,54000093,2.231,1.285,6702,251.814694377816
McMinn,SR030,0,1,11.65,13.69,2.04,2023,11672,23810.88,9,61,91,3,6,54SR030001,70,54000070,1.599,2.189,6703,10806.179082127
McMinn,SR030,0,1,13.69,19.69,6,2023,8788,52728,9,50,91,3,6,54SR030001,59,54000059,2.919,6.217,6704,31673.567894748
McMinn,SR030,0,1,20.52,22.99,2.47,2023,6908,17062.76,9,57,91,3,6,54SR030001,63,54000063,2.919,6.217,6705,13042.781674538
